target,text
1,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
0,lol could starv lose pound end day
0,gift tri get throw cliff someth
0,get tomorrow send
0,sday train start today
0,havent still waitin usual ìï come back sch oredi
0,apo movi
0,hey loverboy love tell look pictur ach feel leg fuck want need crave
0,ugh got ta drive back sd la butt sore
0,lol right diet everyday cheat anyway meant fatti
0,wish famili merri ma happi new year advanc
0,sent jd custom servic cum account execut ur mail id detail contact us
1,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705
1,hi 07734396839 ibh custom loyalti offer new nokia6600 mobil txtauction txt word start get 4t
0,anyway go gym whatev love smile hope ok good day babe miss much alreadi
0,hello handsom find job lazi work toward get back net mummi boytoy miss
0,mayb find someth els instead
1,loan purpos homeown tenant welcom previous refus still help call free 0800 1956669 text back
0,realli realli broke oh amount small even lt gt
0,good babi
0,lol oh babe wont slide place midnight thank invit
0,k k tomorrow onward start ah
0,yeah whatev lol
0,dunno co v late n reach insid alreadi ate spageddi lor e gal r laugh lor
0,none happen til get though
0,lol knew saw dollar store
0,shop lor rain mah hard 2 leav orchard
0,wait yesterday
0,send bec templ na
1,dear voucher holder claim week offer pc pleas go http ts cs appli
0,unni thank dear recharg rakhesh
0,10 min later k
0,somebodi go andro steal ice
0,7 go ok na
0,man carlo definit come mu tonight excus
0,ìï thk wat eat tonight
0,co shop wif darren ju n call 2 ask wat present wan lor start guess wif n final guess darren lor
0,somewhr someon sure made 4 god decid perfect time make u meet dat person till den enjoy ur crush
1,burger king wan na play footi top stadium get 2 burger king 1st sept go larg super walk winner
0,think mentor 100 percent sure
0,k might come tonight class let earli
1,special select receiv award call 08712402050 line close cost 10ppm cs appli ag promo
0,meet da call
0,545 lor ya go 4 dinner togeth
0,take care financi help
0,oh come ah
0,ok walik ard u wan 2 buy anyth go ur hous
0,wake long ago alreadi dunno thing
0,babe love cover face kiss
1,urgent tri contact today draw show prize guarante call 09050003091 land line claim c52 valid 12hr
0,sorri da mistak
0,fine good hear dear happi new year oh
0,sent wife text buy tell relax go get wkend
0,sing hu think also import find someon femal know place well prefer citizen also smart help navig even thing like choos phone plan requir guidanc doubt ask especi girl
0,u think girl propos u today se ur bloodi funki shit fuck face asssssholeee
0,beauti truth graviti read care heart feel light someon feel heavi someon leav good night
0,dear reach railway happen
0,yo guy ever figur much need alcohol jay tri figur much safe spend weed
1,new tone week includ 1 ab 2 sara 3 order follow instruct next messag
0,first time dhoni rock
0,u laugh realli loud u talk spontan u dont care other feel u probabl dear amp best friend goodeven dear
1,select stay 1 250 top british hotel noth holiday worth claim call london bx 526 sw73ss
0,tell tell one treat hi hi hi
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch
0,sent lanr fakey eckankar detail mail box
0,noth meant money enter account bank remov flat rate someon transfer lt gt account lt gt dollar got remov bank differ charg also sure trust 9ja person send account detail co
1,big brother alert comput select u 10k cash 150 voucher call ntt po box cro1327 bt landlin cost 150ppm mobil vari
0,done hand celebr full swing yet
0,importantli discuss u
0,love hope anyth drastic dare sell pc phone
0,left vagu said would inform person account delay rent discuss hous agenc rent anoth place check onlin place around usc lt gt
1,urgent mobil number award prize guarante call 09058094455 land line claim valid 12hr
0,okay wait ah
0,pick drop problem
0,k ill need sr model pl send mail id pa
0,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn
0,sister go earn da
0,lol grin babe thank think
0,hiya u pay money account thank got pleasant surpris check balanc c get statement 4 acc
1,dear voucher holder 2 claim 1st class airport loung pass use holiday voucher call book quot 1st class x 2
0,pick bout time go
0,k come nordstrom done
0,havent lei next mon
1,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate pobox 36504 w45wq
0,hey veggi pizza
0,good morn dear great amp success day
0,alright make sure car back tonight
0,exact intent
0,mm ask call radio
1,449050000301 price claim call 09050000301
0,alrit sam nic checkin ur
0,know taj mahal symbol love lesser known fact mumtaz shahjahan 4th wife 7 wife shahjahan kill mumtaz husband marri mumtaz die lt gt th deliveri marri mumtaz sister question aris hell love great
0,want custom offic discount oh
0,lol mad first woke gave
0,okay lor still let us go ah coz know later drop card box right
0,call u done
0,one interest may busi plan
0,well might come
1,want new video phone750 anytim network min 150 text five pound per week call 08000776320 repli deliveri tomorrow
0,finish miss plenti
0,tell coulda real valentin u never pick noth
0,got got 2 colour lor one colour quit light n e darker lor actual done style hair
0,dude saw park car sunroof pop sux
1,tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705
1,today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app
0,havent mu ask u 1st wat meet 4 lunch den u n meet alreadi lor u wan 2 go ask da ge 1st confirm w asap
0,cool shall go see go tip anyway home got someth drop later let go town tonight mayb mum take us
0,come ur home
1,urgent 1 week free membership prize jackpot txt word claim 81010 c lccltd pobox 4403ldnw1a7rw18
0,think u think use good ni8
0,pl dont restrict eat anythin like next two day
0,got look scrumptiou daddi want eat night long
1,free msg singl find partner area 1000 real peopl wait chat send chat 62220cncl send stopc per msg
0,said look pretti wif long hair wat thk cut quit short 4 leh
0,drive rain get caught e mrt station lor
1,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k
0,bluray player
1,current lead bid paus auction send custom care 08718726270
0,ìï comin fetch us oredi
0,one
0,also piec
0,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz
0,ill call u 2mrw ninish address icki american freek wont stop callin 2 bad jen k eh
0,so amount get pl
0,sent ur email id soon
1,u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm 2 end bid notif repli end
0,da car park
0,great aunt anniversari parti tarpon spring
0,oh oki lor go sat
0,sure whenev show fuck gt
0,meet lunch la
0,yar lor u noe u use dat rout
0,hungri
0,em olowoyey great time argentina sad secretari everyth bless
0,come tomorrow di
0,haf u found feel stupid da v cam work
0,2marrow wed lt gt 2 aha
0,dad say hurri hell
0,sister kid
0,good crickit mind
0,wonder co dun rem see silver car thk saw black one
0,sad stori man last week wife wish parent forgot n kid went work even colleagu wish enter cabin pa said happi boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake
0,god good sleep dear pray
1,romant pari 2 night 2 flight book 4 next year call 08704439680t cs appli
0,problem talk later
0,ìï eatin later eatin wif fren lei ìï go home first
0,ugh wan na get bed warm
0,campu librari
0,start skye
1,tri contact respons offer new nokia fone camcord hit repli call 08000930705 deliveri
0,iåõm cool ta luv 2 caus doin load plan wk got social servic inspect nurseri take care spk sn x
0,got ten buck jay noncomitt
1,u nokia 6230 plu free digit camera u get u win free auction take part send nokia 83383 16
0,dont understand messag
0,doesnt need test
0,thank look realli appreci
0,ok vl u know got adsens approv
0,ding ya break fassyol blacko londn
0,found diff farm shop buy chees way back call
0,sorri call later meet sir
0,oh god taken teeth pain
0,turn phone mom tell everyon cancer sister wo stop call hurt talk ca put see u u get home love u
0,huh late fr dinner
0,k come wenev u lik come also tel vikki come get free time
0,hey someth came last min think wun sign tmr hee
0,weird know one point
0,well ball time make call
0,dear good morn
1,xma iscom ur award either cd gift voucher free entri 2 r weekli draw txt music 87066 tnc
1,win cash prize prize worth
0,dude makin weirdi browni sister made awesom cooki took pic
0,escap theatr go watch kavalan minut
0,well watch shrek 3d b
0,hey bore think u wat r u
0,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend
0,mmmm cant wait lick
0,yo chad gymnast class wan na take site say christian class full
0,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma
0,call senthil hsbc
1,guess somebodi know secretli fanci wan na find give us call 09065394973 landlin datebox1282essexcm61xn 18
1,guarante cash prize claim yr prize call custom servic repres 08714712394
0,boy made fun today ok problem sent one messag fun
0,sign matur start say big thing actual start understand small thing nice even bslvyl
0,r u cook dinner
0,said dun haf passport smth like dat juz send email account
0,said matter mind say matter
0,shhhhh nobodi suppos know
0,yar lor keep rain non stop u wan 2 go elsewher
0,much pay suganya
0,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
0,mm entir sure understood text hey ho weekend
1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
1,get garden readi summer free select summer bulb seed worth scotsman saturday stop go2
0,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife
1,4mth half price orang line rental latest camera phone 4 free phone call mobilesdirect free 08000938767 updat or2stoptxt cs
0,de look good
0,greatest test courag earth bear defeat without lose heart gn tc
0,yeah usual guy town definit peopl around know
0,love ya tri budget money better babe gari would freak knew
1,import inform 4 orang user today lucki day 2find log onto http fantast surpris await
0,late
1,fantasi footbal back tv go sky gamestar sky activ play dream team score start saturday regist sky opt 88088
0,da stupid da alway send like believ mental
0,dont know oh
0,smith wast wan na gayl
0,k congratul
0,haha leg neck kill amigo hope end night burn think could swing like hour
0,see knew give break time woul lead alway want miss curfew gon na gibe one midnight movi gon na get til need come home need getsleep anyth need b studdi ear train
0,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way
0,u love like listen song get stop u see name belov wo get angri
0,need person give na
0,girl wait recept ah
0,said kiss kiss ca sound effect gorgeou man kind person need smile brighten day
0,got lot hair dresser fr china
1,guarante award even cashto claim ur award call free 08000407165 2 stop getstop 88222 php rg21 4jx
0,geniu brother pl send number skype
0,reach sch alreadi
0,gr8 see messag r u leav congrat dear school wat r ur plan
0,still look job much ta earn
0,sorri call later meet
0,babe think got ur brolli left english wil bring 2mrw 4 u luv franxx
0,boy wherear friendsar thekingshead come canlov
0,releas vday shirt u put make bottom half nake instead white underwear
